model num,lambda,loss,mi,accuracy,epoch,l1 loss,l1 mi,l3 loss,l3 mi
5,3e-06,1.0379077196121216,12.928973197937012,0.41554492712020874,600,1.1485384702682495,13.004210472106934,1.353302240371704,12.925285339355469
1,4.000000000000001e-06,1.0039371252059937,11.3928861618042,0.41075143218040466,600,1.4756453037261963,11.38665771484375,1.3767772912979126,11.278680801391602
2,4.000000000000001e-06,0.9888551831245422,5.3299713134765625,0.42119958996772766,600,1.6219967603683472,5.254186630249023,1.4248117208480835,5.561261177062988
3,4.000000000000001e-06,1.0931670665740967,13.116022109985352,0.41587451100349426,600,1.2289873361587524,13.632817268371582,1.2731010913848877,13.392621994018555
4,4.000000000000001e-06,1.039258599281311,11.7813138961792,0.4033813178539276,600,1.458666205406189,11.906400680541992,1.3753727674484253,11.308883666992188
5,4.000000000000001e-06,1.002347469329834,10.228050231933594,0.41828101873397827,600,1.2999621629714966,10.411540031433105,1.5025187730789185,10.477776527404785
1,5e-06,1.0196197032928467,4.320097923278809,0.40510669350624084,600,1.4866509437561035,4.368776798248291,1.4161882400512695,4.329747200012207
2,5e-06,1.037332534790039,13.118573188781738,0.4193369448184967,600,1.5587385892868042,12.888235092163086,1.4366496801376343,13.306703567504883
3,5e-06,1.1306461095809937,13.93928337097168,0.41268402338027954,600,1.2129122018814087,13.971944808959961,1.2247912883758545,14.0064697265625
4,5e-06,0.9797157049179077,7.08182954788208,0.42307692766189575,600,1.6571327447891235,7.20053768157959,1.4148966073989868,7.2226033210754395
5,5e-06,0.9987531900405884,6.0393242835998535,0.4148862659931183,600,1.608019471168518,5.851073265075684,1.4677196741104126,6.007071018218994
1,6e-06,1.1110323667526245,5.25316047668457,0.4135603904724121,600,1.2141271829605103,5.400589466094971,1.2187625169754028,5.511599063873291
2,6e-06,1.0199576616287231,7.349662780761719,0.41288360953330994,600,1.4809774160385132,7.590740203857422,1.418692708015442,7.339990615844727
3,6e-06,1.001916527748108,7.710387229919434,0.41911935806274414,600,1.428684949874878,9.69386100769043,1.437943458557129,7.81899881362915
4,6e-06,1.0190836191177368,10.740333557128906,0.41635608673095703,600,1.2758527994155884,10.680336952209473,1.3419266939163208,10.950471878051758
5,6e-06,0.9991692304611206,6.019359111785889,0.41141608357429504,600,1.481555461883545,6.108097076416016,1.4062820672988892,6.2738118171691895
1,7e-06,0.9951798915863037,9.186018943786621,0.41326746344566345,600,1.47883141040802,9.560019493103027,1.449359655380249,9.382766723632812
2,7e-06,1.1226866245269775,4.853743553161621,0.4150545001029968,600,1.2180957794189453,4.879128456115723,1.221693515777588,4.683984756469727
3,7e-06,0.9989499449729919,7.066839694976807,0.41843748092651367,600,1.443658709526062,7.162106037139893,1.4256994724273682,7.079362869262695
4,7e-06,1.0251965522766113,7.094018936157227,0.42056408524513245,600,1.263890266418457,7.251393795013428,1.4259710311889648,7.202718734741211
5,7e-06,1.0171046257019043,10.087321281433105,0.4149011969566345,600,1.4294523000717163,10.438883781433105,1.358832597732544,10.111324310302734
1,8.000000000000001e-06,0.9896793961524963,5.8287458419799805,0.4212016463279724,600,1.5434643030166626,5.796773433685303,1.4253114461898804,5.918586730957031
2,8.000000000000001e-06,1.012298583984375,4.312645435333252,0.41016003489494324,600,1.5233733654022217,4.332784175872803,1.4218158721923828,4.357378005981445
3,8.000000000000001e-06,1.0053606033325195,7.098631858825684,0.415511816740036,600,1.4470231533050537,7.212204456329346,1.3594565391540527,7.342089653015137
4,8.000000000000001e-06,1.032743215560913,6.802428245544434,0.414166122674942,600,1.3305977582931519,7.052384853363037,1.3877713680267334,6.80231237411499
5,8.000000000000001e-06,1.0132352113723755,3.528695821762085,0.41197359561920166,600,1.5513358116149902,3.3169455528259277,1.4012466669082642,3.930133581161499
1,9e-06,0.9972258806228638,9.179933547973633,0.4117831587791443,600,1.662217378616333,9.144600868225098,1.4568067789077759,9.338318824768066
2,9e-06,0.9948542714118958,4.397807598114014,0.40770483016967773,600,1.433139681816101,4.869614124298096,1.5627703666687012,5.071383476257324
3,9e-06,1.0185418128967285,7.850926399230957,0.4148787558078766,600,1.538033366203308,7.748730182647705,1.389618992805481,7.881977558135986
4,9e-06,1.0010783672332764,6.786243438720703,0.4115147888660431,600,1.412050485610962,6.696746349334717,1.4764633178710938,6.896175861358643
5,9e-06,0.9925176501274109,6.150587558746338,0.4172363579273224,600,1.4786405563354492,6.221024513244629,1.3652113676071167,6.1512346267700195
